fruit_type,freshness,temp_c,humidity_pct,mq135_co2_ppm,mq3_alcohol_ppm,mq4_methane_ppm,mq137_ammonia_ppm,mq138_benzene_ppm,spoilage_index
Apple,Fresh,19.7,86.0,180.2,25.0,14.5,3.0,5.8,0.029
Orange,Moderately Fresh,12.9,88.7,386.8,58.4,24.6,11.6,10.8,0.358
Apple,Spoiled,13.9,74.3,1355.1,741.0,267.0,50.8,104.7,0.876
Orange,Fresh,27.6,81.6,188.5,20.6,9.8,4.4,7.2,0.064
Apple,Fresh,29.3,71.9,158.7,18.4,18.6,4.2,5.3,0.16
Apple,Fresh,24.6,56.7,258.7,30.8,12.4,3.0,4.3,0.192
Banana,Moderately Fresh,22.7,72.6,553.6,83.3,39.8,10.7,38.3,0.639
Orange,Fresh,20.9,53.9,195.4,12.5,9.0,3.4,7.5,0.028
Apple,Spoiled,26.9,69.9,1416.2,1424.3,270.6,66.9,252.7,0.939
Banana,Fresh,25.9,83.3,157.7,16.0,9.1,3.7,3.5,0.214
Orange,Spoiled,13.2,82.2,1041.6,645.6,229.5,72.9,161.6,0.792
Orange,Spoiled,17.6,88.7,935.4,851.1,222.5,80.1,224.6,0.886
Apple,Fresh,15.1,63.3,142.8,14.7,11.7,3.2,3.2,0.128
Orange,Spoiled,31.6,82.0,1872.6,1074.0,403.9,90.4,244.1,0.773
Banana,Moderately Fresh,25.7,52.4,400.1,66.6,53.9,8.5,32.3,0.388
Apple,Spoiled,19.5,55.5,1733.5,855.5,200.0,94.6,189.1,0.785
Banana,Moderately Fresh,19.3,67.9,423.5,56.6,49.3,9.9,39.5,0.483
Banana,Moderately Fresh,21.8,53.6,384.4,106.8,32.2,4.6,38.3,0.542
Banana,Moderately Fresh,18.9,70.4,365.3,62.7,39.1,12.5,32.4,0.337
Banana,Spoiled,17.6,55.0,1431.3,1017.7,212.2,84.9,143.9,0.722
Orange,Fresh,14.4,62.4,197.4,12.6,5.7,2.9,4.4,0.101
Orange,Fresh,24.6,86.5,241.6,20.6,18.8,1.9,7.2,0.122
Apple,Moderately Fresh,17.6,72.7,402.8,72.1,32.6,9.7,16.5,0.433
Banana,Moderately Fresh,14.5,50.6,418.3,75.7,34.8,8.1,23.8,0.36
Apple,Fresh,25.5,65.7,214.9,32.7,10.4,4.5,7.5,0.038
Banana,Spoiled,12.9,83.2,1581.2,717.8,260.0,70.9,214.7,0.809
Banana,Spoiled,26.8,55.2,1808.6,887.9,285.7,97.9,262.8,0.802
Apple,Spoiled,19.7,86.5,1017.0,854.1,259.6,95.8,192.4,0.823
Banana,Moderately Fresh,19.8,84.3,492.9,58.8,49.0,7.6,42.5,0.536
Banana,Fresh,22.6,57.7,177.4,20.4,11.7,2.5,5.6,0.229
Apple,Spoiled,22.8,68.2,1635.9,946.6,226.1,101.5,164.3,0.891
Banana,Fresh,17.9,51.0,199.6,22.0,15.0,0.5,4.6,0.177
Orange,Moderately Fresh,15.9,73.8,348.1,72.6,28.0,10.5,20.9,0.62
Banana,Fresh,22.8,81.6,185.1,22.1,9.5,1.6,4.7,0.044
Banana,Spoiled,25.0,64.2,1851.5,1129.0,292.5,106.3,193.1,0.93
Banana,Spoiled,18.5,87.6,1281.7,1028.0,193.9,85.3,124.3,0.703
Apple,Spoiled,20.0,64.3,1425.5,874.6,238.8,71.9,172.9,0.853
Banana,Spoiled,25.7,67.8,1416.0,1061.1,244.3,80.7,235.7,0.704
Banana,Fresh,23.5,53.1,203.0,23.9,11.6,3.5,6.2,0.114
Apple,Fresh,14.3,65.1,160.9,14.6,6.5,3.2,4.2,0.035
Banana,Moderately Fresh,29.0,84.3,561.3,88.9,47.5,11.8,45.3,0.538
Banana,Moderately Fresh,21.4,85.5,480.6,89.6,52.9,13.1,35.9,0.263
Banana,Moderately Fresh,21.0,53.4,507.1,66.4,44.9,12.1,36.3,0.327
Apple,Spoiled,27.7,75.6,1519.5,1068.0,277.5,69.1,187.3,0.682
Banana,Fresh,25.0,72.0,196.3,26.3,14.6,2.2,6.8,0.244
Orange,Fresh,12.4,76.7,106.3,20.4,8.2,2.3,3.8,0.053
Apple,Spoiled,17.1,79.3,1190.3,746.0,230.0,91.5,167.9,0.845
Banana,Moderately Fresh,15.4,50.5,442.7,50.6,40.0,5.8,29.3,0.62
Orange,Fresh,31.8,80.6,208.2,13.6,10.5,4.1,8.6,0.003
Banana,Fresh,21.6,69.5,140.4,27.6,11.4,1.1,5.4,0.028
Orange,Moderately Fresh,26.2,55.7,428.1,89.0,31.3,8.5,13.1,0.283
Banana,Spoiled,16.8,59.2,1811.9,916.4,233.7,70.6,181.5,0.702
Orange,Fresh,16.1,59.5,164.4,23.3,7.9,4.6,3.8,0.233
Orange,Fresh,27.1,78.2,241.1,29.1,7.5,5.0,5.8,0.223
Apple,Fresh,18.4,72.3,135.0,12.7,7.9,2.7,2.6,0.022
Apple,Moderately Fresh,13.0,58.5,492.3,72.0,18.4,10.9,16.2,0.54
Orange,Spoiled,15.4,67.5,1220.6,897.8,187.2,73.8,173.3,0.915
Apple,Spoiled,19.2,83.4,1687.7,966.2,239.6,91.0,238.3,0.676
Orange,Fresh,20.7,61.9,134.3,13.2,9.2,3.1,8.3,0.053
Apple,Fresh,17.1,68.6,147.9,20.1,7.2,1.8,6.7,0.207
Banana,Fresh,18.7,82.2,151.5,11.5,10.4,0.9,6.9,0.161
Banana,Fresh,12.7,58.7,151.3,17.7,7.1,2.4,5.6,0.141
Orange,Spoiled,21.6,68.0,1372.4,721.5,343.2,108.6,165.8,0.869
Banana,Spoiled,19.3,57.9,1336.0,953.1,199.2,78.9,156.3,0.943
Orange,Moderately Fresh,13.3,73.8,394.2,84.7,17.0,10.7,12.5,0.307
Orange,Spoiled,20.0,74.3,1477.0,842.5,280.3,58.4,225.6,0.753
Apple,Spoiled,25.5,61.2,1571.0,872.3,326.6,123.7,179.2,0.981
Apple,Fresh,27.4,62.5,211.9,24.5,5.4,4.9,4.3,0.186
Apple,Moderately Fresh,23.2,64.1,478.2,83.5,29.9,13.2,22.9,0.309
Orange,Spoiled,18.5,80.1,2027.1,883.9,210.7,74.0,150.8,0.925
Apple,Spoiled,16.1,80.8,1162.8,1113.6,243.8,70.2,157.4,0.731
Banana,Fresh,23.5,59.3,244.2,20.8,5.8,2.6,6.8,0.028
Banana,Moderately Fresh,31.3,78.9,580.5,104.2,61.4,10.8,40.5,0.456
Orange,Moderately Fresh,18.0,77.6,375.1,67.6,26.0,8.5,24.3,0.649
Apple,Moderately Fresh,23.3,87.3,403.7,71.9,22.0,7.4,23.6,0.621
Apple,Spoiled,28.7,75.6,1603.5,999.8,350.1,102.6,199.9,0.793
Apple,Spoiled,31.4,75.3,1744.4,1158.0,347.0,115.4,264.2,0.824
Apple,Spoiled,20.4,80.2,1429.1,604.5,244.1,109.1,143.7,0.901
Orange,Moderately Fresh,29.5,86.8,464.7,78.5,27.9,15.3,19.5,0.435
Banana,Spoiled,16.9,70.3,1130.2,806.7,233.7,62.6,180.0,0.688
Apple,Spoiled,17.5,54.0,1879.3,718.1,224.8,87.6,165.9,0.857
Apple,Spoiled,27.5,65.9,1752.7,1135.7,234.1,98.5,261.9,0.702
Banana,Moderately Fresh,25.8,61.1,392.9,80.6,52.7,8.2,37.0,0.633
Banana,Moderately Fresh,26.4,70.0,482.0,71.6,53.7,14.3,42.1,0.618
Banana,Moderately Fresh,14.3,67.2,460.6,47.2,40.6,8.1,37.2,0.404
Banana,Spoiled,12.1,53.5,1572.7,700.8,194.2,88.5,139.9,0.999
Banana,Moderately Fresh,18.5,72.6,460.5,56.2,44.3,7.9,38.3,0.38
Orange,Fresh,25.6,60.3,179.3,21.6,11.7,3.3,6.6,0.213
Banana,Fresh,20.1,63.4,210.9,20.4,10.3,3.0,4.6,0.153
Apple,Moderately Fresh,20.4,79.7,514.2,64.1,16.4,15.3,16.4,0.311
Apple,Fresh,15.7,61.4,176.7,13.4,5.8,4.1,2.9,0.075
Banana,Moderately Fresh,25.7,62.2,564.1,74.7,49.0,12.1,35.4,0.376
Banana,Moderately Fresh,21.2,81.2,395.9,101.6,55.7,10.1,42.2,0.489
Apple,Fresh,26.6,84.2,236.4,32.6,16.3,2.3,5.1,0.035
Orange,Moderately Fresh,28.7,51.2,584.3,83.8,28.5,13.0,29.0,0.558
Orange,Spoiled,26.4,81.7,1689.7,1130.7,326.2,110.8,284.4,0.825
Apple,Moderately Fresh,21.4,72.6,434.6,58.8,28.8,7.9,22.1,0.6
Banana,Fresh,31.8,88.0,241.0,26.9,10.1,5.7,7.1,0.158
Apple,Fresh,27.5,86.2,211.3,29.8,13.6,1.4,6.2,0.082
Orange,Moderately Fresh,31.2,77.4,450.7,85.5,32.2,12.0,24.5,0.583
Orange,Spoiled,27.0,66.4,1650.7,860.5,282.5,99.7,208.4,0.77
Apple,Spoiled,23.0,71.2,1834.7,938.9,202.9,103.3,189.2,0.694
Orange,Moderately Fresh,19.9,82.8,474.7,83.3,29.8,8.6,21.4,0.309
Banana,Spoiled,20.9,65.6,1571.7,807.9,284.9,67.7,194.9,0.882
Orange,Moderately Fresh,26.3,73.2,547.4,77.5,31.5,6.9,21.4,0.448
Banana,Spoiled,22.8,70.3,1175.7,1072.5,229.4,107.8,136.6,0.73
Orange,Fresh,17.2,80.3,172.7,20.7,11.4,3.8,5.9,0.079
Banana,Spoiled,12.3,62.0,1169.7,619.1,174.6,73.6,154.6,0.837
Orange,Fresh,28.6,89.2,211.2,33.8,7.0,2.5,6.3,0.212
Banana,Moderately Fresh,12.4,74.9,368.1,73.3,40.0,6.9,33.4,0.419
Orange,Moderately Fresh,14.5,56.4,393.7,58.8,20.0,11.6,17.2,0.419
Apple,Fresh,27.6,52.0,244.5,37.8,7.3,2.7,5.5,0.176
Banana,Moderately Fresh,18.9,78.2,423.1,88.5,45.6,8.8,30.7,0.454
Orange,Moderately Fresh,21.8,77.7,503.8,102.7,22.6,10.4,24.7,0.266
Banana,Spoiled,24.2,62.8,1526.7,1077.7,259.7,102.0,189.5,0.79
Orange,Moderately Fresh,13.2,62.7,352.0,52.1,24.7,8.2,11.0,0.431
Orange,Moderately Fresh,16.0,85.0,492.6,72.3,27.7,7.1,20.5,0.447
Banana,Spoiled,21.5,79.9,1829.3,939.5,237.7,85.4,237.7,0.719
Apple,Moderately Fresh,31.3,89.2,449.1,59.2,35.8,8.8,29.3,0.564
Orange,Fresh,14.6,78.5,134.1,17.0,7.3,2.5,4.2,0.16
Banana,Moderately Fresh,26.7,72.5,445.5,74.3,50.2,14.4,28.0,0.388
Orange,Moderately Fresh,25.7,57.1,461.6,72.0,20.9,15.2,25.4,0.572
Banana,Moderately Fresh,21.8,60.5,561.9,60.2,44.9,12.0,43.5,0.558
Banana,Spoiled,26.0,60.3,1588.4,1037.5,336.0,78.3,229.1,0.743
Orange,Spoiled,17.8,59.3,1738.3,755.0,188.9,86.6,147.2,0.926
Orange,Moderately Fresh,23.5,53.3,521.7,62.6,22.0,12.9,24.4,0.269
Orange,Fresh,18.2,89.7,176.8,21.6,9.0,0.8,4.2,0.057
Apple,Moderately Fresh,21.0,89.5,459.2,64.9,36.5,8.0,14.6,0.594
Orange,Spoiled,30.2,57.4,1365.9,780.0,358.7,94.5,192.7,0.804
Orange,Moderately Fresh,29.9,69.9,650.3,62.9,38.1,9.4,28.4,0.275
Orange,Moderately Fresh,23.3,53.3,505.3,67.7,26.0,11.6,14.7,0.628
Banana,Moderately Fresh,30.5,60.4,570.7,78.1,52.5,12.0,45.1,0.573
Apple,Spoiled,29.7,69.7,1916.3,882.4,287.4,97.5,210.3,0.825
Orange,Moderately Fresh,30.8,64.5,464.2,94.0,24.8,9.9,21.6,0.271
Banana,Moderately Fresh,18.7,77.4,392.6,81.6,40.3,13.2,31.4,0.542
Banana,Moderately Fresh,27.9,64.1,536.3,67.4,56.3,15.7,33.4,0.46
Orange,Moderately Fresh,21.3,59.8,434.7,65.6,26.0,11.5,16.8,0.548
Apple,Spoiled,16.3,67.3,1185.6,804.1,209.9,42.6,209.5,0.928
Banana,Spoiled,31.8,60.7,1556.6,1224.6,362.5,63.5,292.0,0.947
Banana,Moderately Fresh,19.6,74.2,549.8,76.6,43.6,12.2,30.4,0.609
Banana,Spoiled,18.6,78.1,1576.3,817.3,213.4,39.1,220.2,0.692
Apple,Fresh,21.1,86.8,165.0,16.5,8.0,5.6,6.4,0.184
Apple,Moderately Fresh,17.0,70.0,491.0,72.7,16.5,11.1,11.1,0.264
Apple,Moderately Fresh,24.4,80.4,519.7,68.3,20.2,11.8,22.1,0.627
Apple,Moderately Fresh,18.2,60.1,432.6,70.2,29.6,10.8,20.8,0.319
Banana,Spoiled,18.2,62.5,1309.9,919.8,236.3,82.2,211.7,0.823
Orange,Moderately Fresh,16.8,80.7,362.7,57.8,17.8,9.7,24.6,0.491
Orange,Moderately Fresh,28.3,61.5,465.5,44.6,23.5,9.1,20.1,0.57
Banana,Moderately Fresh,13.4,52.1,423.3,45.8,43.0,11.8,25.5,0.414
Apple,Moderately Fresh,17.2,70.9,464.9,56.6,17.5,10.7,21.7,0.643
Banana,Moderately Fresh,16.2,54.1,329.3,57.7,42.2,8.2,36.3,0.543
Banana,Moderately Fresh,23.2,60.8,361.1,77.0,45.3,8.5,39.9,0.329
Banana,Moderately Fresh,29.2,71.0,553.5,81.0,46.7,16.6,42.4,0.333
Orange,Moderately Fresh,22.8,84.3,490.7,57.1,26.6,11.2,20.1,0.361
Orange,Spoiled,30.2,69.1,1788.9,947.4,299.1,83.4,228.3,0.975
Apple,Moderately Fresh,27.6,89.8,580.9,53.8,18.1,11.2,18.8,0.355
Apple,Fresh,24.3,59.3,201.2,15.9,10.5,1.9,6.8,0.241
Banana,Moderately Fresh,12.6,74.8,390.8,61.2,42.0,10.8,27.4,0.616
Orange,Moderately Fresh,30.9,77.9,616.1,57.5,21.5,11.4,24.7,0.646
Apple,Spoiled,20.8,52.3,1984.7,855.3,207.5,66.5,190.3,0.791
Apple,Fresh,31.8,85.9,224.5,41.7,12.2,3.9,9.3,0.191
Apple,Spoiled,27.1,72.2,1600.5,1019.8,279.4,88.4,237.9,0.879
Banana,Spoiled,27.3,66.6,1786.4,1112.8,257.8,104.1,197.1,0.858
Banana,Spoiled,22.8,77.8,1878.4,652.5,224.6,86.3,156.8,0.676
Banana,Fresh,27.5,75.8,183.0,16.4,9.4,2.6,4.5,0.161
Apple,Moderately Fresh,31.3,80.8,649.6,72.6,35.3,12.7,25.3,0.321
Banana,Fresh,15.1,69.6,161.1,21.4,11.0,3.3,5.5,0.14
Orange,Spoiled,20.4,52.1,1582.8,786.6,213.7,89.9,211.7,0.696
Apple,Moderately Fresh,21.4,88.3,563.4,79.2,28.3,7.3,20.0,0.629
Apple,Fresh,21.4,62.5,208.8,19.7,10.8,2.6,3.3,0.03
Orange,Moderately Fresh,30.7,81.0,538.5,85.3,28.5,10.2,23.2,0.394
Orange,Spoiled,13.9,81.4,1271.9,757.2,178.9,70.9,147.1,0.914
Apple,Fresh,29.9,53.9,186.8,24.0,10.2,4.2,4.2,0.1
Banana,Fresh,20.6,72.8,130.0,22.3,15.4,4.2,3.1,0.095
Orange,Spoiled,22.0,73.4,1384.0,1065.0,247.2,81.3,221.2,0.904
Orange,Moderately Fresh,26.5,57.5,603.2,74.5,28.0,12.8,24.9,0.531
Banana,Moderately Fresh,31.8,78.1,558.0,73.8,51.1,13.4,47.1,0.406
Banana,Spoiled,14.6,66.6,1347.4,658.3,320.3,87.4,151.9,0.766
Orange,Spoiled,22.0,79.3,1646.5,725.7,276.0,106.1,148.6,0.928
Apple,Spoiled,17.7,59.9,1907.1,484.0,242.6,63.1,214.0,0.88
Apple,Moderately Fresh,21.9,51.1,455.2,51.5,17.0,11.3,19.7,0.361
Apple,Moderately Fresh,23.3,64.8,412.2,50.2,28.2,13.8,28.2,0.453
Banana,Fresh,28.4,77.6,229.4,22.8,8.9,4.2,4.4,0.185
Orange,Moderately Fresh,27.5,69.0,433.9,94.6,33.8,10.9,18.0,0.49
Banana,Spoiled,17.9,68.7,968.5,966.9,226.8,79.2,199.6,0.965
Apple,Spoiled,13.9,81.6,1817.1,679.9,233.7,48.6,175.6,0.776
Orange,Fresh,25.4,75.5,168.8,22.2,12.1,2.7,2.5,0.146
Apple,Moderately Fresh,24.6,86.5,514.7,87.8,24.3,10.3,16.1,0.534
Apple,Moderately Fresh,23.3,82.7,495.8,97.3,28.8,10.0,20.0,0.545
Orange,Spoiled,15.4,62.2,1562.2,625.1,247.5,62.1,145.6,0.807
Banana,Spoiled,21.8,62.1,1389.9,624.1,347.1,96.7,184.4,0.976
Apple,Spoiled,21.6,53.5,1879.4,1030.0,310.0,80.1,170.3,0.968
Orange,Moderately Fresh,28.7,57.0,551.2,86.6,34.0,13.9,25.4,0.489
Banana,Fresh,29.4,54.0,223.7,10.0,10.5,2.7,6.7,0.217
Apple,Moderately Fresh,26.0,78.4,523.6,50.0,28.8,6.7,23.9,0.407
Orange,Fresh,31.9,65.7,204.4,22.4,13.0,5.1,5.6,0.074
Banana,Moderately Fresh,30.8,54.3,685.6,104.7,50.1,11.6,41.2,0.365
Apple,Spoiled,20.3,52.8,1725.0,773.8,258.5,95.5,120.8,0.849
Orange,Moderately Fresh,22.6,89.5,575.0,43.7,31.2,12.4,23.4,0.321
Banana,Moderately Fresh,29.4,58.4,475.3,68.0,47.2,9.9,40.5,0.322
Apple,Fresh,31.6,76.5,161.7,19.1,10.1,6.2,3.7,0.137
Apple,Moderately Fresh,17.5,75.5,451.0,64.5,28.8,10.0,16.4,0.394
Apple,Fresh,22.2,52.2,276.2,17.4,11.5,3.0,5.1,0.018
Banana,Fresh,31.0,54.1,212.9,22.3,12.6,3.5,3.7,0.106
Apple,Moderately Fresh,19.9,50.5,385.8,96.7,27.2,10.1,19.8,0.58
Banana,Spoiled,27.3,89.3,1560.1,1110.0,232.5,115.4,260.0,0.926
Banana,Moderately Fresh,13.0,73.8,409.4,79.7,39.8,11.3,26.1,0.304
Apple,Fresh,21.4,76.4,195.4,18.5,9.4,2.3,4.7,0.116
Orange,Spoiled,30.5,70.4,1187.1,1059.4,263.4,121.0,178.0,0.746
Apple,Moderately Fresh,30.5,64.2,450.9,95.0,22.6,9.5,21.5,0.403
Banana,Moderately Fresh,22.2,81.8,516.4,72.1,43.7,11.2,35.0,0.406
Apple,Fresh,29.3,79.7,201.2,27.2,13.2,3.0,5.6,0.106
Apple,Fresh,15.9,51.4,160.7,25.4,8.4,2.0,4.7,0.175
Orange,Spoiled,17.8,71.8,1157.0,988.4,253.1,88.2,159.4,0.727
Apple,Fresh,19.6,70.5,190.3,19.4,10.3,5.1,3.7,0.082
Banana,Spoiled,27.6,59.0,1327.1,1061.6,302.0,98.3,213.7,0.97
Banana,Moderately Fresh,23.1,69.5,522.5,73.0,52.1,11.6,33.8,0.506
Orange,Moderately Fresh,25.8,63.3,407.2,67.1,24.5,8.9,19.2,0.402
Apple,Fresh,14.4,88.1,159.1,13.1,10.4,3.4,4.7,0.024
Orange,Moderately Fresh,28.4,59.0,492.9,67.7,41.0,13.5,23.4,0.632
Apple,Fresh,18.2,59.5,97.6,18.3,13.0,3.6,3.7,0.008
Orange,Fresh,22.5,89.2,194.4,26.3,7.9,2.3,9.0,0.219
Apple,Spoiled,21.9,79.9,1846.6,878.8,267.1,85.6,215.9,0.958
Banana,Moderately Fresh,31.4,57.4,529.2,46.2,51.0,15.0,53.7,0.281
Orange,Fresh,15.1,51.2,120.1,22.5,6.2,1.6,5.9,0.048
Orange,Moderately Fresh,13.0,80.7,480.5,56.3,19.9,9.3,16.4,0.51
Banana,Spoiled,23.1,67.9,1941.7,715.6,276.1,77.5,173.5,0.887
Apple,Fresh,29.5,84.4,223.3,23.3,10.1,3.3,9.6,0.147
Banana,Spoiled,26.9,82.9,1518.7,1056.3,353.5,109.0,203.4,0.72
Orange,Spoiled,19.3,88.0,1362.6,898.1,321.2,76.0,169.7,0.77
Banana,Fresh,23.3,65.5,166.0,27.6,12.7,1.9,2.9,0.127
Banana,Moderately Fresh,20.0,79.4,378.9,65.3,39.9,10.2,34.9,0.33
Orange,Spoiled,12.0,58.1,1574.2,794.5,215.5,58.4,196.7,0.814
Banana,Spoiled,18.2,68.5,1555.1,830.1,280.9,85.2,170.0,0.928
Apple,Spoiled,15.0,67.5,1443.7,460.6,294.0,73.8,140.7,0.738
Apple,Moderately Fresh,17.7,82.3,381.6,81.8,26.5,12.1,18.4,0.307
Apple,Fresh,20.2,81.0,197.6,24.7,8.5,1.8,0.6,0.075
Orange,Spoiled,23.1,62.5,1732.3,1017.5,281.4,64.1,220.8,0.689
Orange,Spoiled,29.2,59.9,2209.0,1030.5,331.9,88.6,241.8,0.663
Banana,Spoiled,25.4,73.1,1512.9,928.2,275.3,90.2,176.0,0.715
Orange,Moderately Fresh,24.0,69.9,447.6,91.0,30.7,10.5,12.7,0.551
Banana,Spoiled,18.5,70.4,1481.8,894.0,295.7,71.7,138.6,0.711
Apple,Moderately Fresh,18.8,88.4,423.4,85.0,19.9,9.1,11.3,0.301
Banana,Fresh,20.2,69.3,217.6,23.8,14.8,0.9,3.7,0.147
Apple,Moderately Fresh,26.2,78.8,542.8,56.1,25.4,6.4,21.6,0.563
Orange,Moderately Fresh,30.8,50.2,594.0,95.5,37.9,13.0,15.8,0.523
Orange,Moderately Fresh,29.4,53.8,578.9,70.2,9.6,15.2,21.7,0.518
Orange,Fresh,22.9,84.7,203.4,22.9,9.0,3.3,5.0,0.141
Banana,Spoiled,12.2,64.0,1200.4,740.1,141.0,81.6,170.1,0.858
Banana,Spoiled,24.5,70.4,1604.4,932.9,322.4,82.0,219.0,0.766
Orange,Moderately Fresh,20.6,50.0,495.2,100.6,32.1,9.6,12.4,0.636
Orange,Spoiled,24.7,75.9,1875.4,1021.9,265.4,120.3,238.9,0.749
Apple,Moderately Fresh,18.9,69.5,445.8,76.0,14.4,12.4,16.1,0.443
Apple,Spoiled,24.8,78.8,1611.2,749.2,291.6,86.6,214.9,0.837
Orange,Moderately Fresh,20.0,53.1,361.9,69.1,16.0,7.3,15.6,0.347
Banana,Fresh,14.2,56.5,182.0,22.3,8.5,2.0,5.9,0.054
Orange,Moderately Fresh,13.4,71.7,421.8,70.1,17.0,10.7,24.7,0.552
Banana,Moderately Fresh,12.0,51.0,471.2,75.6,46.2,9.1,28.5,0.422
Apple,Fresh,24.2,84.4,200.3,25.8,13.8,3.8,5.4,0.191
Apple,Fresh,27.2,79.5,197.3,11.3,11.9,3.2,3.3,0.137
Apple,Fresh,28.3,83.4,192.6,29.3,13.7,1.6,4.9,0.024
Apple,Spoiled,23.4,68.2,1788.3,929.9,252.4,80.5,150.5,0.771
Apple,Spoiled,30.5,56.6,1669.8,1276.0,386.8,108.3,202.4,0.969
Apple,Fresh,28.1,88.1,217.3,22.9,6.7,3.8,6.1,0.098
Apple,Moderately Fresh,27.0,89.6,536.6,98.8,19.8,10.2,23.1,0.353
Banana,Fresh,21.9,81.1,173.8,23.9,9.4,4.0,3.7,0.206
Apple,Moderately Fresh,18.3,75.0,473.6,66.2,20.1,11.6,22.4,0.556
Banana,Moderately Fresh,26.3,51.1,599.0,98.4,37.0,11.2,32.7,0.261
Apple,Fresh,27.5,53.7,227.9,22.6,13.2,3.4,4.5,0.035
Apple,Spoiled,25.3,54.2,1714.7,940.0,195.9,100.0,243.5,0.868
Orange,Spoiled,14.6,76.5,1291.1,782.1,192.8,85.6,137.2,0.721
Banana,Moderately Fresh,21.4,51.2,422.9,60.4,44.2,6.7,32.1,0.492
Banana,Fresh,31.8,76.0,169.5,22.4,22.0,3.3,4.1,0.185
Banana,Moderately Fresh,13.1,50.1,447.2,58.4,36.5,10.8,41.0,0.3
Apple,Fresh,24.5,64.6,189.9,22.2,5.6,2.1,5.9,0.041
Banana,Moderately Fresh,18.6,60.9,493.1,62.6,52.6,8.9,36.6,0.277
Orange,Spoiled,28.2,82.7,1644.8,864.1,378.3,125.9,177.2,0.997
Banana,Fresh,13.1,76.1,172.0,13.0,11.5,4.7,3.0,0.177
Apple,Fresh,17.3,84.6,160.9,19.7,13.0,2.5,2.7,0.083
Orange,Fresh,24.1,72.6,153.6,19.5,12.6,3.0,5.9,0.129
Apple,Spoiled,18.4,87.0,1615.3,1030.4,283.4,83.9,226.0,0.78
Apple,Moderately Fresh,25.1,65.0,450.1,77.3,17.8,6.0,21.1,0.294
Banana,Fresh,30.1,75.9,199.6,30.9,12.6,2.9,4.0,0.109
Orange,Moderately Fresh,29.3,57.8,554.0,95.8,29.4,10.9,25.6,0.323
Orange,Moderately Fresh,12.7,73.4,436.4,52.4,24.0,8.3,10.9,0.492
Apple,Spoiled,29.4,72.1,2132.6,731.8,393.1,86.4,208.0,0.751
Orange,Spoiled,25.4,65.1,1464.2,1329.3,373.3,84.7,245.6,0.74
Orange,Fresh,13.1,82.2,164.5,22.5,6.6,4.0,4.4,0.136
Orange,Moderately Fresh,31.3,83.4,483.6,91.1,17.5,9.4,27.9,0.508
Orange,Moderately Fresh,16.6,65.1,410.1,57.1,28.5,4.9,15.9,0.449
Apple,Moderately Fresh,21.4,60.0,487.0,60.2,34.5,10.1,21.1,0.629
Banana,Fresh,15.3,88.4,203.2,14.7,9.9,1.5,6.9,0.015
Apple,Moderately Fresh,24.3,84.7,459.1,95.2,32.0,10.8,24.6,0.559
Orange,Spoiled,30.4,89.2,1716.1,942.6,276.3,107.7,228.4,0.709
Orange,Fresh,31.3,88.2,210.0,28.9,11.8,3.8,10.1,0.01
Banana,Fresh,29.5,76.2,179.8,29.0,15.7,2.9,6.6,0.011
Apple,Spoiled,26.0,68.4,1288.9,988.5,311.2,89.1,226.6,0.679
Banana,Moderately Fresh,24.2,76.7,386.2,85.5,40.3,7.6,36.4,0.441
Banana,Fresh,27.8,53.2,219.1,28.2,14.6,3.8,6.6,0.033
Apple,Moderately Fresh,24.2,76.5,467.7,108.1,22.4,8.1,9.5,0.559
Orange,Fresh,13.9,50.7,138.2,16.8,10.8,3.3,6.6,0.017
Apple,Spoiled,20.1,57.1,1729.4,954.9,354.9,100.1,160.6,0.929
Apple,Spoiled,28.8,61.5,1680.0,759.7,312.5,80.2,162.7,0.832
Banana,Moderately Fresh,25.2,86.1,631.8,86.4,49.4,11.9,39.2,0.649
Apple,Moderately Fresh,22.5,84.8,514.8,84.7,42.3,11.0,12.0,0.407
Apple,Spoiled,23.8,75.6,1786.9,615.6,299.1,90.4,198.5,0.851
Apple,Spoiled,25.1,60.3,1254.4,1141.9,255.3,84.1,184.4,0.691
Banana,Moderately Fresh,29.8,50.5,497.3,103.7,64.8,14.2,50.9,0.347
Banana,Fresh,25.1,66.1,174.5,24.5,9.8,4.1,3.8,0.01
Banana,Spoiled,23.0,56.3,1631.3,1079.2,206.0,84.9,206.3,0.984
Apple,Fresh,23.5,84.9,207.2,12.9,8.1,2.5,4.7,0.138
Apple,Spoiled,19.4,67.0,1411.1,846.6,262.1,63.3,143.3,0.768
Apple,Moderately Fresh,12.9,63.2,367.8,71.7,32.6,11.7,20.3,0.646
Orange,Moderately Fresh,24.9,82.2,567.5,89.2,26.6,8.3,23.1,0.504
Apple,Moderately Fresh,30.9,51.9,566.2,48.0,38.9,19.3,30.7,0.285
Banana,Fresh,22.9,55.5,252.4,19.6,7.3,4.4,5.1,0.124
Apple,Moderately Fresh,28.6,84.5,603.3,54.5,27.2,9.9,18.0,0.45
Orange,Fresh,26.3,57.2,208.2,16.1,11.7,3.1,4.6,0.037
Apple,Spoiled,19.6,55.6,1437.1,872.8,248.5,81.9,155.8,0.966
Apple,Fresh,15.4,53.7,165.0,11.7,11.5,1.8,3.3,0.151
Banana,Fresh,13.8,84.8,183.3,12.4,8.1,1.2,4.5,0.227
